nama_tempat_wisata,kategori,preferensi,kecamatan,kabupaten_kota,rating,jumlah_rating,link,latitude,longitude
Puncak Wangun,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.4,54,https://www.google.com/maps/place/Puncak+Wangun/data=!4m7!3m6!1s0x2e69b842e8494a93:0x589779232f80bf1!8m2!3d-6.5950783!4d106.9370433!16s%2Fg%2F11g9qnk8zx!19sChIJk0pJ6EK4aS4R8Qv4MpJ3iQU?authuser=0&hl=id&rclk=1,-6.5950783,106.9370433
Guide Trekking Sentul,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,5,169,https://www.google.com/maps/place/Guide+Trekking+Sentul/data=!4m7!3m6!1s0x2e69b9ef42651717:0x1150d572651eef29!8m2!3d-6.5750923!4d106.8923905!16s%2Fg%2F11lc864x8g!19sChIJFxdlQu-5aS4RKe8eZXLVUBE?authuser=0&hl=id&rclk=1,-6.5750923,106.8923905
CURUG ROSO MULYO,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.5,19,https://www.google.com/maps/place/CURUG+ROSO+MULYO/data=!4m7!3m6!1s0x2e69b9004f4e6843:0xb05ef03f01905cd0!8m2!3d-6.5936815!4d106.9389791!16s%2Fg%2F11lcmy513d!19sChIJQ2hOTwC5aS4R0FyQAT_wXrA?authuser=0&hl=id&rclk=1,-6.5936815,106.9389791
Teras Wangun,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.5,468,https://www.google.com/maps/place/Teras+Wangun/data=!4m7!3m6!1s0x2e69b97e9fd5ef99:0x6dccc20796649ae2!8m2!3d-6.5899656!4d106.9297808!16s%2Fg%2F11g0j9sv8b!19sChIJme_Vn365aS4R4ppklgfCzG0?authuser=0&hl=id&rclk=1,-6.5899656,106.9297808
"Cibuluh Land ""Camp & Adventure""",Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.7,310,https://www.google.com/maps/place/Cibuluh+Land+%22Camp+%26+Adventure%22/data=!4m7!3m6!1s0x2e69c772275f36dd:0xe3874a46a12a6d8c!8m2!3d-6.6191927!4d106.9113332!16s%2Fg%2F11lkjynrst!19sChIJ3TZfJ3LHaS4RjG0qoUZKh-M?authuser=0&hl=id&rclk=1,-6.6191927,106.9113332
CURUG CIBINGBIN,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.6,799,https://www.google.com/maps/place/CURUG+CIBINGBIN/data=!4m7!3m6!1s0x2e69b80c00158d3d:0xf32f5e2da5e74ff4!8m2!3d-6.6087925!4d106.918082!16s%2Fg%2F11c30w4bly!19sChIJPY0VAAy4aS4R9E_npS1eL_M?authuser=0&hl=id&rclk=1,-6.6087925,106.918082
Leuwi areuy,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.6,92,https://www.google.com/maps/place/Leuwi+areuy/data=!4m7!3m6!1s0x2e69b948e3399ef7:0x77ac5a3525b92389!8m2!3d-6.6067934!4d106.9134146!16s%2Fg%2F11tnb_1t9z!19sChIJ954540i5aS4RiSO5JTVarHc?authuser=0&hl=id&rclk=1,-6.6067934,106.9134146
Kebun Wisata Pasirmukti,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.2,2207,https://www.google.com/maps/place/Kebun+Wisata+Pasirmukti/data=!4m7!3m6!1s0x2e69c67606fceea9:0x1505e516656a281e!8m2!3d-6.5116341!4d106.904573!16s%2Fg%2F1thqd51f!19sChIJqe78BnbGaS4RHihqZRblBRU?authuser=0&hl=id&rclk=1,-6.5116341,106.904573
"Curug Leuwi Hejo, Jonggol",Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.2,161,"https://www.google.com/maps/place/Curug+Leuwi+Hejo,+Jonggol/data=!4m7!3m6!1s0x2e69b900483cb9cd:0xc81c6990e6c510e9!8m2!3d-6.5856791!4d106.9552058!16s%2Fg%2F11rkbxj6z3!19sChIJzbk8SAC5aS4R6RDF5pBpHMg?authuser=0&hl=id&rclk=1",-6.5856791,106.9552058
Gunung pancar batu garenggong,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.2,3552,https://www.google.com/maps/place/Gunung+pancar+batu+garenggong/data=!4m7!3m6!1s0x2e69c7f5726e7fad:0xabeced42d4db9407!8m2!3d-6.5808732!4d106.9050282!16s%2Fg%2F11c3k55cs1!19sChIJrX9ucvXHaS4RB5Tb1ELt7Ks?authuser=0&hl=id&rclk=1,-6.5808732,106.9050282
ATV Taman Budaya Sentul City,Budaya,Wisata Budaya & Edukasi,Babakan Madang,Kabupaten Bogor,4.2,6,https://www.google.com/maps/place/ATV+Taman+Budaya+Sentul+City/data=!4m7!3m6!1s0x2e69c7ef43e5e8d3:0x53315abb6866ea9e!8m2!3d-6.5847488!4d106.8833704!16s%2Fg%2F11s48c4tg1!19sChIJ0-jlQ-_HaS4RnupmaLtaMVM?authuser=0&hl=id&rclk=1,-6.5847488,106.8833704
Gamatrekkingalamsentul,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,5,12,https://www.google.com/maps/place/Gamatrekkingalamsentul/data=!4m7!3m6!1s0x2e69c70adfa575ab:0xb1f5a4b29994e0ff!8m2!3d-6.5833566!4d106.8846476!16s%2Fg%2F11kpz3r1ky!19sChIJq3Wl3wrHaS4R_-CUmbKk9bE?authuser=0&hl=id&rclk=1,-6.5833566,106.8846476
Jungle land sentul city,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.5,488,https://www.google.com/maps/place/Jungle+land+sentul+city/data=!4m7!3m6!1s0x2e69c78be1605773:0xf674f91f3c93c9e7!8m2!3d-6.5732029!4d106.8938231!16s%2Fg%2F11t4cbs6vb!19sChIJc1dg4YvHaS4R58mTPB_5dPY?authuser=0&hl=id&rclk=1,-6.5732029,106.8938231
Wisata Sungai Curug Kolong Jembatan,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,5,3,https://www.google.com/maps/place/Wisata+Sungai+Curug+Kolong+Jembatan/data=!4m7!3m6!1s0x2e69b98fb9163309:0x432bb0f1d0f6ba35!8m2!3d-6.5809162!4d106.92488!16s%2Fg%2F11k6h6fv5z!19sChIJCTMWuY-5aS4RNbr20PGwK0M?authuser=0&hl=id&rclk=1,-6.5809162,106.92488
Wisata Saung Ema,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,3.4,5,https://www.google.com/maps/place/Wisata+Saung+Ema/data=!4m7!3m6!1s0x2e69b9be7c66e439:0xe63ff0d5de5ea54c!8m2!3d-6.5789275!4d106.9189158!16s%2Fg%2F11r9pprx20!19sChIJOeRmfL65aS4RTKVe3tXwP-Y?authuser=0&hl=id&rclk=1,-6.5789275,106.9189158
BTS Bogor Trekking Sentul,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,5,4,https://www.google.com/maps/place/BTS+Bogor+Trekking+Sentul/data=!4m7!3m6!1s0x2e69c7004fecf315:0x63080fbe5c98430f!8m2!3d-6.5773388!4d106.8900971!16s%2Fg%2F11wp6yvthx!19sChIJFfPsTwDHaS4RD0OYXL4PCGM?authuser=0&hl=id&rclk=1,-6.5773388,106.8900971
Trekking Sentul,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.8,319,https://www.google.com/maps/place/Trekking+Sentul/data=!4m7!3m6!1s0x2e69c7d027c409f7:0x98394f37ea70c074!8m2!3d-6.5749253!4d106.8925279!16s%2Fg%2F11hyt6tqpd!19sChIJ9wnEJ9DHaS4RdMBw6jdPOZg?authuser=0&hl=id&rclk=1,-6.5749253,106.8925279
Taman Sampora Legok,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.5,503,https://www.google.com/maps/place/Taman+Sampora+Legok/data=!4m7!3m6!1s0x2e69c168b1d82677:0x9271060ec3a74dbc!8m2!3d-6.5000947!4d106.8504357!16s%2Fg%2F11lgjn3wwj!19sChIJdybYsWjBaS4RvE2nww4GcZI?authuser=0&hl=id&rclk=1,-6.5000947,106.8504357
CURUG MUTIARA,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.2,45,https://www.google.com/maps/place/CURUG+MUTIARA/data=!4m7!3m6!1s0x2e69b9712fa1602b:0xd3475794e148604c!8m2!3d-6.5937508!4d106.9389935!16s%2Fg%2F11pz0xrwqs!19sChIJK2ChL3G5aS4RTGBI4ZRXR9M?authuser=0&hl=id&rclk=1,-6.5937508,106.9389935
Super Healing Sentul,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.3,3,https://www.google.com/maps/place/Super+Healing+Sentul/data=!4m7!3m6!1s0x2e69c700622e2619:0x2b9b775957be1725!8m2!3d-6.5816766!4d106.8903878!16s%2Fg%2F11vwjz_3w0!19sChIJGSYuYgDHaS4RJRe-V1l3mys?authuser=0&hl=id&rclk=1,-6.5816766,106.8903878
Puncak Selfi Point,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.7,9,https://www.google.com/maps/place/Puncak+Selfi+Point/data=!4m7!3m6!1s0x2e69c782e1bc93c3:0x11447e566feb715f!8m2!3d-6.6105137!4d106.8979849!16s%2Fg%2F11fq6hh_0f!19sChIJw5O84YLHaS4RX3Hrb1Z-RBE?authuser=0&hl=id&rclk=1,-6.6105137,106.8979849
Curug Ngumpet Bojongkoneng,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.8,44,https://www.google.com/maps/place/Curug+Ngumpet+Bojongkoneng/data=!4m7!3m6!1s0x2e69b9d28fbdbfbb:0x196320618e4e3e41!8m2!3d-6.61012!4d106.9191146!16s%2Fg%2F11llyfj4q_!19sChIJu7-9j9K5aS4RQT5OjmEgYxk?authuser=0&hl=id&rclk=1,-6.61012,106.9191146
Info Trekking Sentul,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,5,10,https://www.google.com/maps/place/Info+Trekking+Sentul/data=!4m7!3m6!1s0x2e69c700672194a3:0xbe3d4c786ce7123a!8m2!3d-6.601015!4d106.8952732!16s%2Fg%2F11xgghz7km!19sChIJo5QhZwDHaS4ROhLnbHhMPb4?authuser=0&hl=id&rclk=1,-6.601015,106.8952732
Wisata Keluarga ERSUTO FARM Bogor,Rekreasi,Wisata Rekreasi,Babakan Madang,Kabupaten Bogor,4.7,86,https://www.google.com/maps/place/Wisata+Keluarga+ERSUTO+FARM+Bogor/data=!4m7!3m6!1s0x2e69c1eac555593f:0xd041d60e86eff427!8m2!3d-6.5021164!4d106.8195949!16s%2Fg%2F11m0t0_h9v!19sChIJP1lVxerBaS4RJ_Tvhg7WQdA?authuser=0&hl=id&rclk=1,-6.5021164,106.8195949
Taman Bundaran Sentul Nirwana,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.4,658,https://www.google.com/maps/place/Taman+Bundaran+Sentul+Nirwana/data=!4m7!3m6!1s0x2e69c775ac341be5:0xbc7c932bfa097009!8m2!3d-6.5815831!4d106.8921267!16s%2Fg%2F11cmsc72dx!19sChIJ5Rs0rHXHaS4RCXAJ-iuTfLw?authuser=0&hl=id&rclk=1,-6.5815831,106.8921267
Bukit Macan,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,5,13,https://www.google.com/maps/place/Bukit+Macan/data=!4m7!3m6!1s0x2e69c7002489a28d:0xc183bff222b40fa9!8m2!3d-6.622791!4d106.909944!16s%2Fg%2F11lymykt3d!19sChIJjaKJJADHaS4RqQ-0IvK_g8E?authuser=0&hl=id&rclk=1,-6.622791,106.909944
Gunung Ciung Sentul,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.9,111,https://www.google.com/maps/place/Gunung+Ciung+Sentul/data=!4m7!3m6!1s0x2e69c77c3637d9a9:0xad9657666115f188!8m2!3d-6.6238227!4d106.9074343!16s%2Fg%2F11n0lvg9m_!19sChIJqdk3NnzHaS4RiPEVYWZXlq0?authuser=0&hl=id&rclk=1,-6.6238227,106.9074343
M2 Adventure Park,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.7,68,https://www.google.com/maps/place/M2+Adventure+Park/data=!4m7!3m6!1s0x2e69c7bf6c6c8c2b:0x80a2f30bfedf0086!8m2!3d-6.6041681!4d106.8842255!16s%2Fg%2F11g8ygxm6c!19sChIJK4xsbL_HaS4RhgDf_gvzooA?authuser=0&hl=id&rclk=1,-6.6041681,106.8842255
Watu Gede Riverside,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.3,68,https://www.google.com/maps/place/Watu+Gede+Riverside/data=!4m7!3m6!1s0x2e69c700193f94f3:0x2a522a0e0a27e525!8m2!3d-6.6233262!4d106.9102045!16s%2Fg%2F11wp0f0wbj!19sChIJ85Q_GQDHaS4RJeUnCg4qUio?authuser=0&hl=id&rclk=1,-6.6233262,106.9102045
Danau Teratai,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.3,117,https://www.google.com/maps/place/Danau+Teratai/data=!4m7!3m6!1s0x2e69c702a08c5a5d:0x32c07f0bad55b5c1!8m2!3d-6.5756481!4d106.8651181!16s%2Fg%2F11b6tcb11d!19sChIJXVqMoALHaS4RwbVVrQt_wDI?authuser=0&hl=id&rclk=1,-6.5756481,106.8651181
Tumbuhejo Farm Sentul,Rekreasi,Wisata Rekreasi,Babakan Madang,Kabupaten Bogor,4.5,87,https://www.google.com/maps/place/Tumbuhejo+Farm+Sentul/data=!4m7!3m6!1s0x2e69b87daf1aa911:0x7afc1fc54481cf8e!8m2!3d-6.584957!4d106.920599!16s%2Fg%2F11g9mgh_8f!19sChIJEakar324aS4Rjs-BRMUf_Ho?authuser=0&hl=id&rclk=1,-6.584957,106.920599
Curug Kembar (Jonggol),Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.6,380,https://www.google.com/maps/place/Curug+Kembar+%28Jonggol%29/data=!4m7!3m6!1s0x2e69b9cac4262619:0x2dfab4473d6a6467!8m2!3d-6.606254!4d106.9636204!16s%2Fg%2F11g7z9snch!19sChIJGSYmxMq5aS4RZ2RqPUe0-i0?authuser=0&hl=id&rclk=1,-6.606254,106.9636204
Base Camp Lembah Kaliandra,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.7,147,https://www.google.com/maps/place/Base+Camp+Lembah+Kaliandra/data=!4m7!3m6!1s0x2e69c75cb2486dbb:0xd8eba754248a12b8!8m2!3d-6.6233032!4d106.9076489!16s%2Fg%2F11tcdh31jh!19sChIJu21IslzHaS4RuBKKJFSn69g?authuser=0&hl=id&rclk=1,-6.6233032,106.9076489
Trekking Sentul Seru - AR Adventure,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,5,10,https://www.google.com/maps/place/Trekking+Sentul+Seru+-+AR+Adventure/data=!4m7!3m6!1s0x2e69c75631435c59:0xd8adb68c62cc32bb!8m2!3d-6.5742728!4d106.8909163!16s%2Fg%2F11pkjs6z9v!19sChIJWVxDMVbHaS4RuzLMYoy2rdg?authuser=0&hl=id&rclk=1,-6.5742728,106.8909163
Gunung Pancar,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,3.7,178,https://www.google.com/maps/place/Gunung+Pancar/data=!4m7!3m6!1s0x2e69c78788c45c61:0x802a20d3e46c02fe!8m2!3d-6.5916667!4d106.9119444!16s%2Fg%2F11d_t4bk9n!19sChIJYVzEiIfHaS4R_gJs5NMgKoA?authuser=0&hl=id&rclk=1,-6.5916667,106.9119444
Destinasi Sentul,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,,,https://www.google.com/maps/place/Destinasi+Sentul/data=!4m7!3m6!1s0x2e69c7fc9b14a34f:0xfdca79535790e1a0!8m2!3d-6.5754395!4d106.8942517!16s%2Fg%2F11rwmgt_yd!19sChIJT6MUm_zHaS4RoOGQV1N5yv0?authuser=0&hl=id&rclk=1,-6.5754395,106.8942517
Gunung ciung,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.8,67,https://www.google.com/maps/place/Gunung+ciung/data=!4m7!3m6!1s0x2e69b9be299a9f4b:0xe8ee4064379124a2!8m2!3d-6.6221241!4d106.9158887!16s%2Fg%2F11pcxx4505!19sChIJS5-aKb65aS4RoiSRN2RA7ug?authuser=0&hl=id&rclk=1,-6.6221241,106.9158887
Taman andalusia sentul City,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.8,69,https://www.google.com/maps/place/Taman+andalusia+sentul+City/data=!4m7!3m6!1s0x2e69c7d8d6e5a929:0x1c20f2a10854aa66!8m2!3d-6.5765184!4d106.8476552!16s%2Fg%2F11h_6s88s9!19sChIJKanl1tjHaS4RZqpUCKHyIBw?authuser=0&hl=id&rclk=1,-6.5765184,106.8476552
Tracking Bogor Sentul,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,5,61,https://www.google.com/maps/place/Tracking+Bogor+Sentul/data=!4m7!3m6!1s0x2e69b93d02fcf8f5:0x7003d58d2f5e8a2a!8m2!3d-6.5886269!4d106.9282595!16s%2Fg%2F11nnqtq_dr!19sChIJ9fj8Aj25aS4RKopeL43VA3A?authuser=0&hl=id&rclk=1,-6.5886269,106.9282595
"Cadas Ngampar Riverside, Jonggol",Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.5,28,"https://www.google.com/maps/place/Cadas+Ngampar+Riverside,+Jonggol/data=!4m7!3m6!1s0x2e69b9d9c8744381:0x742fda81e28af746!8m2!3d-6.585791!4d106.9540685!16s%2Fg%2F11hk7hvwgs!19sChIJgUN0yNm5aS4RRveK4oHaL3Q?authuser=0&hl=id&rclk=1",-6.585791,106.9540685
Leuwi Hejo Adventure,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.6,18,https://www.google.com/maps/place/Leuwi+Hejo+Adventure/data=!4m7!3m6!1s0x2e69c77f07ec7dcf:0xde42fccf36c6ca11!8m2!3d-6.5745549!4d106.8919729!16s%2Fg%2F11r_n3hcvp!19sChIJz33sB3_HaS4REcrGNs_8Qt4?authuser=0&hl=id&rclk=1,-6.5745549,106.8919729
Tempat titik curug bidadari,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,3.4,27,https://www.google.com/maps/place/Tempat+titik+curug+bidadari/data=!4m7!3m6!1s0x2e69c7000a28fff1:0x8c047a017cb37ed1!8m2!3d-6.6047258!4d106.9071643!16s%2Fg%2F11w249p4zx!19sChIJ8f8oCgDHaS4R0X6zfAF6BIw?authuser=0&hl=id&rclk=1,-6.6047258,106.9071643
"Lembah sampang camping ground, glamping & pemandian umum",Rekreasi,Wisata Rekreasi,Babakan Madang,Kabupaten Bogor,4.7,3,"https://www.google.com/maps/place/Lembah+sampang+camping+ground,+glamping+%26+pemandian+umum/data=!4m7!3m6!1s0x2e69b9005ba934a5:0xe693b9514c8638b3!8m2!3d-6.6241711!4d106.9154303!16s%2Fg%2F11ycj_7dp7!19sChIJpTSpWwC5aS4RsziGTFG5k-Y?authuser=0&hl=id&rclk=1",-6.6241711,106.9154303
Playtopia - ÆON Mall Sentul City,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4,298,https://www.google.com/maps/place/Playtopia+-+%C3%86ON+Mall+Sentul+City/data=!4m7!3m6!1s0x2e69c7e499fa8189:0x86a9810a507e579c!8m2!3d-6.5668181!4d106.8575!16s%2Fg%2F11r5_z0hwc!19sChIJiYH6meTHaS4RnFd-UAqBqYY?authuser=0&hl=id&rclk=1,-6.5668181,106.8575
Curug Bunga Mas Cadas Jantung,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,3.5,2,https://www.google.com/maps/place/Curug+Bunga+Mas+Cadas+Jantung/data=!4m7!3m6!1s0x2e69c7b1666d4279:0xe6d68d4f5b814fa6!8m2!3d-6.5997983!4d106.8832257!16s%2Fg%2F11nwx819kq!19sChIJeUJtZrHHaS4Rpk-BW0-N1uY?authuser=0&hl=id&rclk=1,-6.5997983,106.8832257
Wisata foto agus gunung pancar,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4,4,https://www.google.com/maps/place/Wisata+foto+agus+gunung+pancar/data=!4m7!3m6!1s0x2e69c77451a18097:0xd38a7ece0a1750f7!8m2!3d-6.5805995!4d106.9036457!16s%2Fg%2F11kr7rcmw8!19sChIJl4ChUXTHaS4R91AXCs5-itM?authuser=0&hl=id&rclk=1,-6.5805995,106.9036457
Dusun giok,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.5,966,https://www.google.com/maps/place/Dusun+giok/data=!4m7!3m6!1s0x2e69c91f12745eb3:0x2629c302ac629816!8m2!3d-6.6309662!4d106.8822746!16s%2Fg%2F11vf31lftk!19sChIJs150Eh_JaS4RFphirALDKSY?authuser=0&hl=id&rclk=1,-6.6309662,106.8822746
Camp Lembah Kumpel & Curug Cigarung,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,3.9,20,https://www.google.com/maps/place/Camp+Lembah+Kumpel+%26+Curug+Cigarung/data=!4m7!3m6!1s0x2e69b7002ee9d999:0x6f626eaff84651f4!8m2!3d-6.6274898!4d106.916649!16s%2Fg%2F11y4t0rxnj!19sChIJmdnpLgC3aS4R9FFG-K9uYm8?authuser=0&hl=id&rclk=1,-6.6274898,106.916649
Pasar Ah Poong,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.2,5857,https://www.google.com/maps/place/Pasar+Ah+Poong/data=!4m7!3m6!1s0x2e69c6ebe18884bd:0x94203ae8ae6363d5!8m2!3d-6.5687587!4d106.8459999!16s%2Fg%2F1ptxqyz1z!19sChIJvYSI4evGaS4R1WNjrug6IJQ?authuser=0&hl=id&rclk=1,-6.5687587,106.8459999
KM Zero Resort,Rekreasi,Wisata Rekreasi,Babakan Madang,Kabupaten Bogor,4.5,1822,https://www.google.com/maps/place/KM+Zero+Resort/data=!4m7!3m6!1s0x2e69c7fd79e6c135:0x9b119dab15b4a13c!8m2!3d-6.6242061!4d106.9033172!16s%2Fg%2F11byldk41t!19sChIJNcHmef3HaS4RPKG0FaudEZs?authuser=0&hl=id&rclk=1,-6.6242061,106.9033172
Warung Sauyunan Teras Abah,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.8,13,https://www.google.com/maps/place/Warung+Sauyunan+Teras+Abah/data=!4m7!3m6!1s0x2e69b7edccca59a5:0x289d52a0e2a49bce!8m2!3d-6.6294215!4d106.9126546!16s%2Fg%2F11lfld9wjp!19sChIJpVnKzO23aS4Rzpuk4qBSnSg?authuser=0&hl=id&rclk=1,-6.6294215,106.9126546
Desa Pelangi Sentul (Depes),Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.4,581,https://www.google.com/maps/place/Desa+Pelangi+Sentul+%28Depes%29/data=!4m7!3m6!1s0x2e69c7c0ad347445:0xb10328d07d3bb177!8m2!3d-6.6052886!4d106.8824609!16s%2Fg%2F11b6snvgpw!19sChIJRXQ0rcDHaS4Rd7E7fdAoA7E?authuser=0&hl=id&rclk=1,-6.6052886,106.8824609
Leuwi Cibaliung Jonggol,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.6,373,https://www.google.com/maps/place/Leuwi+Cibaliung+Jonggol/data=!4m7!3m6!1s0x2e69b9602c07ebe9:0xd4250c8a7a59676!8m2!3d-6.598817!4d106.9586815!16s%2Fg%2F11j2z6rlsy!19sChIJ6esHLGC5aS4Rdpalp8hQQg0?authuser=0&hl=id&rclk=1,-6.598817,106.9586815
Curug Leuwi katomas,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,5,2,https://www.google.com/maps/place/Curug+Leuwi+katomas/data=!4m7!3m6!1s0x2e69b983d468c0d9:0x3743e25c1d490d3c!8m2!3d-6.591146!4d106.9247272!16s%2Fg%2F11v5t1w2dp!19sChIJ2cBo1IO5aS4RPA1JHVziQzc?authuser=0&hl=id&rclk=1,-6.591146,106.9247272
Curug Ciburial,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.6,380,https://www.google.com/maps/place/Curug+Ciburial/data=!4m7!3m6!1s0x2e69b84aaa6c2e25:0x6d0a977e9a7517ee!8m2!3d-6.6059614!4d106.9629979!16s%2Fg%2F11g7z9gt2m!19sChIJJS5sqkq4aS4R7hd1mn6XCm0?authuser=0&hl=id&rclk=1,-6.6059614,106.9629979
Hiburan Hidup Sentul Camping Ground,Rekreasi,Wisata Rekreasi,Babakan Madang,Kabupaten Bogor,5,7,https://www.google.com/maps/place/Hiburan+Hidup+Sentul+Camping+Ground/data=!4m7!3m6!1s0x2e69c7396388e5bb:0x7304f72cc0fe3aeb!8m2!3d-6.6091586!4d106.9095613!16s%2Fg%2F11rxhl94rb!19sChIJu-WIYznHaS4R6zr-wCz3BHM?authuser=0&hl=id&rclk=1,-6.6091586,106.9095613
Sirkuit Internasional Sentul,Umum,Lainnya,Babakan Madang,Kabupaten Bogor,4.4,5183,https://www.google.com/maps/place/Sirkuit+Internasional+Sentul/data=!4m7!3m6!1s0x2e69c12ee22c80dd:0xb48e14c9b0a9731b!8m2!3d-6.5363133!4d106.8564108!16zL20vMDg5N2Iw!19sChIJ3YAs4i7BaS4RG3OpsMkUjrQ?authuser=0&hl=id&rclk=1,-6.5363133,106.8564108
Parkiran Bukit Paniisan Via Wangun,Alam,Wisata Alam,Babakan Madang,Kabupaten Bogor,4.9,34,https://www.google.com/maps/place/Parkiran+Bukit+Paniisan+Via+Wangun/data=!4m7!3m6!1s0x2e69b9002131e00d:0x4d292e9c4c5f27a7!8m2!3d-6.5927197!4d106.9306464!16s%2Fg%2F11w9brxlh3!19sChIJDeAxIQC5aS4RpydfTJwuKU0?authuser=0&hl=id&rclk=1,-6.5927197,106.9306464
Taman Wisata Setu Tanah Baru,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.4,85,https://www.google.com/maps/place/Taman+Wisata+Setu+Tanah+Baru/data=!4m7!3m6!1s0x2e69c3c07a638e7f:0xd7f22c656ebc3166!8m2!3d-6.51192!4d106.784219!16s%2Fg%2F11q2527pdp!19sChIJf45jesDDaS4RZjG8bmUs8tc?authuser=0&hl=id&rclk=1,-6.51192,106.784219
Taman Bojong Gede (Tajong),Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.7,48,https://www.google.com/maps/place/Taman+Bojong+Gede+%28Tajong%29/data=!4m7!3m6!1s0x2e69c303887532eb:0xb207cda5a645b4!8m2!3d-6.4797232!4d106.8029163!16s%2Fg%2F11t7sl4mnc!19sChIJ6zJ1iAPDaS4RtEWmpc0HsgA?authuser=0&hl=id&rclk=1,-6.4797232,106.8029163
Taman Perubahan Bojonggede,Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.8,36,https://www.google.com/maps/place/Taman+Perubahan+Bojonggede/data=!4m7!3m6!1s0x2e69c3c9515a86c1:0xfd2f17704c2280a5!8m2!3d-6.4821141!4d106.8004145!16s%2Fg%2F11r_x9pw4s!19sChIJwYZaUcnDaS4RpYAiTHAXL_0?authuser=0&hl=id&rclk=1,-6.4821141,106.8004145
Mewarnai Lukisan Danau Bilabong (Bang Randu),Alam,Wisata Alam,Bojonggede,Kabupaten Bogor,4.5,92,https://www.google.com/maps/place/Mewarnai+Lukisan+Danau+Bilabong+%28Bang+Randu%29/data=!4m7!3m6!1s0x2e69c3070cbed0fd:0x3e1cdec3b3d3b249!8m2!3d-6.5091681!4d106.7782437!16s%2Fg%2F11mw5g51w7!19sChIJ_dC-DAfDaS4RSbLTs8PeHD4?authuser=0&hl=id&rclk=1,-6.5091681,106.7782437
Bojong Karnival,Umum,Lainnya,Bojonggede,Kabupaten Bogor,4.2,142,https://www.google.com/maps/place/Bojong+Karnival/data=!4m7!3m6!1s0x2e69c34d1515d5eb:0x1033830781db4c94!8m2!3d-6.4991245!4d106.787731!16s%2Fg%2F11v3_s41jg!19sChIJ69UVFU3DaS4RlEzbgQeDMxA?authuser=0&hl=id&rclk=1,-6.4991245,106.787731
